cache_invalidation_method_compress,cache_invalidation_method_decompress,page_number,iteration_number,compressed_size,uncompressed_size,compression_time,decompression_time
1,0,458,0,4368,4096,8463,5264
1,0,459,0,4368,4096,8679,5271
1,0,460,0,4368,4096,8586,5276
1,0,461,0,4368,4096,8666,5248
1,0,462,0,4368,4096,8534,5257
1,0,463,0,1224,4096,15926,10307
1,0,464,0,4368,4096,8754,5512
1,0,465,0,4368,4096,8424,5244
1,0,466,0,4368,4096,8465,5284
1,0,467,0,4368,4096,8504,5286
1,0,468,0,4368,4096,8542,5253
1,0,469,0,4368,4096,8352,5250
1,0,470,0,4368,4096,8413,5256
1,0,471,0,4368,4096,8417,5252
1,0,472,0,4368,4096,8557,5275
1,0,473,0,964,4096,12092,8442
1,0,474,0,4368,4096,8399,5258
1,0,475,0,4368,4096,8572,5257
1,0,476,0,992,4096,9781,7075
1,0,477,0,376,4096,6280,4882
1,0,478,0,4368,4096,8513,5255
1,0,479,0,4368,4096,8532,5279
1,0,480,0,4368,4096,8681,5278
1,0,481,0,4368,4096,8523,5250
1,0,482,0,4368,4096,8378,5252
1,0,483,0,4368,4096,8698,5269
1,0,484,0,4368,4096,8400,5274
1,0,485,0,4368,4096,8369,5275
1,0,486,0,4368,4096,8344,5252
1,0,487,0,4368,4096,8521,5251
1,0,488,0,1028,4096,10747,7825
1,0,489,0,4368,4096,8472,5274
1,0,490,0,4368,4096,8534,5259
1,0,491,0,4372,4096,8750,5322
1,0,492,0,4368,4096,8518,6559
1,0,493,0,4368,4096,8418,5255
1,0,494,0,4368,4096,8776,5258
1,0,495,0,4368,4096,8530,5267
1,0,496,0,4368,4096,8561,5272
1,0,497,0,4368,4096,8640,5253
1,0,498,0,4368,4096,8534,5246
1,0,499,0,4368,4096,8365,5228
1,0,500,0,4368,4096,8391,5226
1,0,501,0,4368,4096,8377,5250
1,0,502,0,4368,4096,8426,5295
1,0,503,0,4368,4096,8394,5266
1,0,504,0,4368,4096,8435,5246
1,0,505,0,4368,4096,8386,5251
1,0,506,0,4368,4096,8455,5278
1,0,507,0,4368,4096,8303,5261
1,0,508,0,4368,4096,8476,5257
1,0,509,0,4368,4096,8466,5245
1,0,510,0,4368,4096,8620,5264
1,0,511,0,4368,4096,8424,5284
1,0,512,0,4368,4096,8492,5273
1,0,513,0,4368,4096,8652,5267
1,0,514,0,4368,4096,8529,5221
1,0,515,0,4368,4096,8194,5269
1,0,516,0,4368,4096,8260,5278
1,0,517,0,4368,4096,8511,5275
1,0,518,0,4368,4096,8735,5254
1,0,519,0,4368,4096,8373,5225
1,0,520,0,4368,4096,8537,5245
1,0,521,0,4368,4096,8221,5265
1,0,522,0,4368,4096,8571,5336
1,0,523,0,4368,4096,8488,5280
1,0,524,0,884,4096,9110,6547
1,0,525,0,4368,4096,8374,5261
1,0,526,0,4368,4096,8597,5228
1,0,527,0,4368,4096,8610,5294
1,0,528,0,4368,4096,8474,5280
1,0,529,0,4368,4096,8821,5252
1,0,530,0,4368,4096,8441,5264
1,0,531,0,872,4096,8983,6808
1,0,532,0,4368,4096,8638,5289
1,0,533,0,4368,4096,8808,5233
1,0,534,0,4368,4096,8429,5264
1,0,535,0,4368,4096,8549,5275
1,0,536,0,4368,4096,8407,5215
1,0,537,0,4368,4096,8393,5396
1,0,538,0,4368,4096,8596,5358
1,0,539,0,4368,4096,8711,5265
1,0,540,0,968,4096,10828,8122
1,0,541,0,4368,4096,8690,5259
1,0,542,0,4368,4096,8437,5281
1,0,543,0,4368,4096,8512,5246
1,0,544,0,4368,4096,8689,5290
1,0,545,0,4372,4096,8515,5315
1,0,546,0,4368,4096,8431,5228
1,0,547,0,4368,4096,8493,5430
1,0,548,0,4368,4096,8434,5420
1,0,549,0,4368,4096,8602,5258
1,0,550,0,3408,4096,7745,5092
1,0,551,0,4368,4096,8358,5241
1,0,552,0,4368,4096,8604,5283
1,0,553,0,4368,4096,8502,5387
1,0,554,0,4368,4096,8559,5283
1,0,555,0,4368,4096,8777,5250
1,0,556,0,4368,4096,8556,5259
